date,discount_coupon_code,usage_count,total_discount_given,total_revenue,avg_order_value,discount_percentage
2025-05-30,RING20,7,70,3319.84,474.26,2.11
2025-05-31,NO_COUPON,13,150,5989.65,460.74,2.5
2025-05-31,HOLIDAY10,9,90,5249.71,583.3,1.71
2025-05-31,RING20,6,50,2789.81,464.97,1.79
2025-06-01,HOLIDAY10,10,120,6419.61,641.96,1.87
2025-06-01,NO_COUPON,10,90,4619.74,461.97,1.95
2025-06-01,RING20,7,80,3889.74,555.68,2.06
2025-06-02,HOLIDAY10,14,130,7339.59,524.26,1.77
2025-06-02,RING20,14,120,6739.59,481.4,1.78
2025-06-02,NO_COUPON,10,110,4949.71,494.97,2.22
2025-06-03,RING20,15,170,8949.55,596.64,1.9
2025-06-03,HOLIDAY10,9,100,5979.67,664.41,1.67
2025-06-03,NO_COUPON,7,70,2339.84,334.26,2.99
2025-06-04,HOLIDAY10,9,80,4609.71,512.19,1.74
2025-06-04,NO_COUPON,8,70,4479.75,559.97,1.56
2025-06-04,RING20,7,80,4259.76,608.54,1.88
2025-06-05,RING20,17,130,10299.42,605.85,1.26
2025-06-05,HOLIDAY10,16,120,6939.55,433.72,1.73
2025-06-05,NO_COUPON,10,80,4379.74,437.97,1.83
2025-06-06,RING20,16,130,7659.52,478.72,1.7
2025-06-06,HOLIDAY10,10,80,5019.73,501.97,1.59
2025-06-06,NO_COUPON,8,40,4299.79,537.47,0.93
2025-06-07,RING20,15,170,8479.52,565.3,2.0
2025-06-07,HOLIDAY10,13,100,3919.73,301.52,2.55
2025-06-07,NO_COUPON,11,110,3989.75,362.7,2.76
2025-06-08,NO_COUPON,12,150,5449.64,454.14,2.75
2025-06-08,RING20,9,80,5109.72,567.75,1.57
2025-06-08,HOLIDAY10,8,60,3209.76,401.22,1.87
2025-06-09,HOLIDAY10,8,40,3769.76,471.22,1.06
2025-06-09,RING20,8,70,4549.75,568.72,1.54
2025-06-09,NO_COUPON,6,40,3689.78,614.96,1.08
2025-06-10,HOLIDAY10,13,190,5859.61,450.74,3.24
2025-06-10,NO_COUPON,11,90,4269.74,388.16,2.11
2025-06-10,RING20,10,90,4599.73,459.97,1.96
2025-06-11,NO_COUPON,15,150,7599.56,506.64,1.97
2025-06-11,HOLIDAY10,12,130,5599.64,466.64,2.32
2025-06-11,RING20,7,110,2279.85,325.69,4.82
2025-06-12,HOLIDAY10,13,120,6439.59,495.35,1.86
2025-06-12,RING20,12,110,6119.64,509.97,1.8
2025-06-12,NO_COUPON,8,40,4569.71,571.21,0.88
2025-06-13,NO_COUPON,15,80,8049.5,536.63,0.99
2025-06-13,RING20,15,140,7769.52,517.97,1.8
2025-06-13,HOLIDAY10,9,50,3309.78,367.75,1.51
2025-06-14,NO_COUPON,11,140,6119.61,556.33,2.29
2025-06-14,HOLIDAY10,8,90,5869.67,733.71,1.53
2025-06-14,RING20,8,60,3939.77,492.47,1.52
2025-06-15,RING20,13,120,5769.68,443.82,2.08
2025-06-15,HOLIDAY10,12,120,5869.67,489.14,2.04
2025-06-15,NO_COUPON,6,60,3199.81,533.3,1.88
2025-06-16,HOLIDAY10,12,130,8079.6,673.3,1.61
2025-06-16,RING20,10,100,3749.77,374.98,2.67
2025-06-16,NO_COUPON,8,60,5139.74,642.47,1.17
2025-06-17,NO_COUPON,13,130,6079.63,467.66,2.14
2025-06-17,HOLIDAY10,9,70,2969.78,329.98,2.36
2025-06-17,RING20,9,80,5039.7,559.97,1.59
2025-06-18,HOLIDAY10,13,140,6149.63,473.05,2.28
2025-06-18,RING20,9,50,4559.76,506.64,1.1
2025-06-18,NO_COUPON,6,50,2789.81,464.97,1.79
2025-06-19,RING20,10,100,4509.7,450.97,2.22
2025-06-19,HOLIDAY10,8,80,5379.72,672.46,1.49
2025-06-19,NO_COUPON,6,100,3569.8,594.97,2.8
2025-06-20,NO_COUPON,13,140,6529.66,502.28,2.14
2025-06-20,HOLIDAY10,8,50,3749.75,468.72,1.33
2025-06-20,RING20,8,70,3969.74,496.22,1.76
2025-06-21,HOLIDAY10,19,170,9769.42,514.18,1.74
2025-06-21,NO_COUPON,9,100,3179.74,353.3,3.14
2025-06-21,RING20,9,40,4499.74,499.97,0.89
2025-06-22,RING20,12,150,4699.7,391.64,3.19
2025-06-22,NO_COUPON,8,70,4259.76,532.47,1.64
2025-06-22,HOLIDAY10,7,100,2179.81,311.4,4.59
2025-06-23,NO_COUPON,13,80,7219.54,555.35,1.11
2025-06-23,RING20,10,80,6189.66,618.97,1.29
2025-06-23,HOLIDAY10,7,50,3539.76,505.68,1.41
2025-06-24,NO_COUPON,13,170,6699.59,515.35,2.54
2025-06-24,HOLIDAY10,8,60,3409.8,426.22,1.76
2025-06-24,RING20,6,40,2839.82,473.3,1.41
2025-06-25,RING20,14,170,7049.62,503.54,2.41
2025-06-25,NO_COUPON,12,140,5139.61,428.3,2.72
2025-06-25,HOLIDAY10,7,70,3889.79,555.68,1.8
2025-06-26,HOLIDAY10,11,120,5589.69,508.15,2.15
2025-06-26,RING20,9,70,4209.75,467.75,1.66
2025-06-26,NO_COUPON,7,70,3499.81,499.97,2.0
2025-06-27,RING20,15,230,8129.51,541.97,2.83
2025-06-27,HOLIDAY10,12,110,4079.64,339.97,2.7
2025-06-27,NO_COUPON,12,160,5909.62,492.47,2.71
2025-06-28,NO_COUPON,12,120,6689.56,557.46,1.79
2025-06-28,RING20,12,80,5659.6,471.63,1.41
2025-06-28,HOLIDAY10,10,80,4249.72,424.97,1.88
2025-06-29,HOLIDAY10,10,110,4629.7,462.97,2.38
2025-06-29,NO_COUPON,6,70,2949.82,491.64,2.37
2025-06-29,RING20,2,0,469.96,234.98,0.0
2025-06-30,HOLIDAY10,10,110,5139.66,513.97,2.14
2025-06-30,NO_COUPON,8,90,2699.83,337.48,3.33
2025-06-30,RING20,5,40,1879.89,375.98,2.13
2025-07-01,NO_COUPON,14,140,6309.63,450.69,2.22
2025-07-01,HOLIDAY10,12,100,6159.66,513.3,1.62
2025-07-01,RING20,12,100,6229.63,519.14,1.61
2025-07-02,HOLIDAY10,8,100,3449.8,431.22,2.9
2025-07-02,NO_COUPON,7,90,3569.78,509.97,2.52
2025-07-02,RING20,6,20,2729.85,454.98,0.73
2025-07-03,HOLIDAY10,15,120,5259.62,350.64,2.28
2025-07-03,RING20,9,100,4609.69,512.19,2.17
2025-07-03,NO_COUPON,7,90,3949.77,564.25,2.28
2025-07-04,HOLIDAY10,14,180,7339.56,524.25,2.45
2025-07-04,RING20,14,170,6849.54,489.25,2.48
2025-07-04,NO_COUPON,9,70,4229.79,469.98,1.65
2025-07-05,HOLIDAY10,11,130,5759.67,523.61,2.26
2025-07-05,NO_COUPON,8,100,6019.64,752.46,1.66
2025-07-05,RING20,6,60,2889.83,481.64,2.08
2025-07-06,RING20,14,120,7159.59,511.4,1.68
2025-07-06,HOLIDAY10,8,130,3699.79,462.47,3.51
2025-07-06,NO_COUPON,7,30,4239.72,605.67,0.71
2025-07-07,RING20,12,120,5459.62,454.97,2.2
2025-07-07,NO_COUPON,11,80,6059.62,550.87,1.32
2025-07-07,HOLIDAY10,10,60,5049.7,504.97,1.19
2025-07-08,RING20,12,110,6139.62,511.64,1.79
2025-07-08,HOLIDAY10,9,110,5419.72,602.19,2.03
2025-07-08,NO_COUPON,7,40,2359.83,337.12,1.7
2025-07-09,HOLIDAY10,9,80,3939.77,437.75,2.03
2025-07-09,NO_COUPON,9,120,4909.71,545.52,2.44
2025-07-09,RING20,9,80,3659.76,406.64,2.19
2025-07-10,HOLIDAY10,13,130,7619.57,586.12,1.71
2025-07-10,NO_COUPON,11,110,7309.59,664.51,1.5
2025-07-10,RING20,9,80,5129.68,569.96,1.56
2025-07-11,NO_COUPON,13,140,5879.65,452.28,2.38
2025-07-11,HOLIDAY10,8,60,3019.84,377.48,1.99
2025-07-11,RING20,8,100,4839.77,604.97,2.07
2025-07-12,NO_COUPON,12,140,5989.65,499.14,2.34
2025-07-12,HOLIDAY10,8,70,4469.75,558.72,1.57
2025-07-12,RING20,7,90,4739.72,677.1,1.9
2025-07-13,RING20,14,150,8019.51,572.82,1.87
2025-07-13,HOLIDAY10,9,130,3279.79,364.42,3.96
2025-07-13,NO_COUPON,4,50,2749.84,687.46,1.82
2025-07-14,HOLIDAY10,14,150,7149.56,510.68,2.1
2025-07-14,NO_COUPON,10,70,5299.69,529.97,1.32
2025-07-14,RING20,10,160,5179.64,517.96,3.09
2025-07-15,HOLIDAY10,16,180,7349.57,459.35,2.45
2025-07-15,RING20,13,130,6489.61,499.2,2.0
2025-07-15,NO_COUPON,10,90,4849.67,484.97,1.86
2025-07-16,RING20,13,160,6289.62,483.82,2.54
2025-07-16,NO_COUPON,10,50,5669.63,566.96,0.88
2025-07-16,HOLIDAY10,9,80,4779.7,531.08,1.67
2025-07-17,RING20,14,110,8179.49,584.25,1.34
2025-07-17,HOLIDAY10,13,130,4579.67,352.28,2.84
2025-07-17,NO_COUPON,6,90,4179.73,696.62,2.15
2025-07-18,NO_COUPON,15,180,8509.49,567.3,2.12
2025-07-18,HOLIDAY10,12,100,5569.64,464.14,1.8
2025-07-18,RING20,8,100,4009.77,501.22,2.49
2025-07-19,NO_COUPON,15,190,6519.57,434.64,2.91
2025-07-19,HOLIDAY10,10,110,5109.72,510.97,2.15
2025-07-19,RING20,6,80,1789.88,298.31,4.47
2025-07-20,RING20,13,130,6789.62,522.28,1.91
2025-07-20,HOLIDAY10,12,140,5809.66,484.14,2.41
2025-07-20,NO_COUPON,6,70,1929.85,321.64,3.63
2025-07-21,HOLIDAY10,16,220,8409.49,525.59,2.62
2025-07-21,RING20,11,190,4549.67,413.61,4.18
2025-07-21,NO_COUPON,4,30,2279.88,569.97,1.32
2025-07-22,RING20,12,110,6469.64,539.14,1.7
2025-07-22,NO_COUPON,10,120,3759.75,375.98,3.19
2025-07-22,HOLIDAY10,9,70,3909.75,434.42,1.79
2025-07-23,HOLIDAY10,14,210,5219.64,372.83,4.02
2025-07-23,NO_COUPON,8,80,4329.7,541.21,1.85
2025-07-23,RING20,6,70,2459.87,409.98,2.85
2025-07-24,HOLIDAY10,13,150,6499.66,499.97,2.31
2025-07-24,NO_COUPON,10,140,3659.78,365.98,3.83
2025-07-24,RING20,8,90,4279.72,534.96,2.1
2025-07-25,RING20,13,100,6939.55,533.81,1.44
2025-07-25,NO_COUPON,11,170,4419.71,401.79,3.85
2025-07-25,HOLIDAY10,7,80,4399.75,628.54,1.82
2025-07-26,HOLIDAY10,13,150,6979.58,536.89,2.15
2025-07-26,NO_COUPON,13,160,7399.58,569.2,2.16
2025-07-26,RING20,11,170,5639.67,512.7,3.01
2025-07-27,RING20,13,130,7529.59,579.2,1.73
2025-07-27,HOLIDAY10,7,50,3129.81,447.12,1.6
2025-07-27,NO_COUPON,7,90,3839.81,548.54,2.34
2025-07-28,HOLIDAY10,17,160,8539.48,502.32,1.87
2025-07-28,NO_COUPON,11,70,4409.73,400.88,1.59
2025-07-28,RING20,10,40,5829.64,582.96,0.69
2025-07-29,RING20,11,110,5549.61,504.51,1.98
2025-07-29,HOLIDAY10,7,70,3979.75,568.54,1.76
2025-07-29,NO_COUPON,4,50,1969.87,492.47,2.54
2025-07-30,HOLIDAY10,16,160,6659.62,416.23,2.4
2025-07-30,NO_COUPON,9,130,3379.78,375.53,3.85
2025-07-30,RING20,9,100,3929.74,436.64,2.54
2025-07-31,NO_COUPON,16,140,6579.59,411.22,2.13
2025-07-31,HOLIDAY10,12,80,5239.68,436.64,1.53
2025-07-31,RING20,11,60,4609.69,419.06,1.3
2025-08-01,RING20,12,160,5319.63,443.3,3.01
2025-08-01,NO_COUPON,11,100,5029.69,457.24,1.99
2025-08-01,HOLIDAY10,10,120,3689.76,368.98,3.25
2025-08-02,NO_COUPON,12,120,6709.62,559.14,1.79
2025-08-02,RING20,9,140,4059.75,451.08,3.45
2025-08-02,HOLIDAY10,8,70,3739.79,467.47,1.87
2025-08-03,NO_COUPON,12,80,6459.61,538.3,1.24
2025-08-03,HOLIDAY10,11,100,4019.72,365.43,2.49
2025-08-03,RING20,11,100,6219.62,565.42,1.61
2025-08-04,HOLIDAY10,15,100,9429.47,628.63,1.06
2025-08-04,RING20,15,140,7679.51,511.97,1.82
2025-08-04,NO_COUPON,14,170,6469.64,462.12,2.63
2025-08-05,HOLIDAY10,10,110,4199.74,419.97,2.62
2025-08-05,NO_COUPON,9,110,5009.67,556.63,2.2
2025-08-05,RING20,9,90,2909.77,323.31,3.09
2025-08-06,HOLIDAY10,17,130,8049.51,473.5,1.62
2025-08-06,NO_COUPON,7,60,2149.81,307.12,2.79
2025-08-06,RING20,6,50,3269.83,544.97,1.53
2025-08-07,NO_COUPON,9,110,4289.75,476.64,2.56
2025-08-07,HOLIDAY10,8,70,3429.81,428.73,2.04
2025-08-07,RING20,8,100,4089.77,511.22,2.45
2025-08-08,NO_COUPON,11,110,6659.64,605.42,1.65
2025-08-08,HOLIDAY10,9,80,3779.77,419.97,2.12
2025-08-08,RING20,8,80,4829.66,603.71,1.66
2025-08-09,NO_COUPON,13,110,6639.63,510.74,1.66
2025-08-09,HOLIDAY10,10,70,7229.64,722.96,0.97
2025-08-09,RING20,9,70,4649.74,516.64,1.51
2025-08-10,RING20,10,120,5869.65,586.96,2.04
2025-08-10,HOLIDAY10,9,150,3839.73,426.64,3.91
2025-08-10,NO_COUPON,9,70,4929.7,547.74,1.42
2025-08-11,HOLIDAY10,11,130,5549.66,504.51,2.34
2025-08-11,NO_COUPON,9,120,3459.78,384.42,3.47
2025-08-11,RING20,9,70,3919.73,435.53,1.79
2025-08-12,HOLIDAY10,9,80,5329.74,592.19,1.5
2025-08-12,NO_COUPON,9,80,5579.65,619.96,1.43
2025-08-12,RING20,8,70,3389.76,423.72,2.07
2025-08-13,NO_COUPON,15,160,5299.64,353.31,3.02
2025-08-13,HOLIDAY10,13,120,7919.55,609.2,1.52
2025-08-13,RING20,9,60,5249.71,583.3,1.14
2025-08-14,NO_COUPON,11,140,5279.66,479.97,2.65
2025-08-14,RING20,9,120,4999.72,555.52,2.4
2025-08-14,HOLIDAY10,8,90,4579.72,572.46,1.97
2025-08-15,HOLIDAY10,17,210,8839.48,519.97,2.38
2025-08-15,RING20,8,60,3029.8,378.72,1.98
2025-08-15,NO_COUPON,7,90,3999.76,571.39,2.25
2025-08-16,RING20,16,100,7859.48,491.22,1.27
2025-08-16,NO_COUPON,13,150,5869.65,451.51,2.56
2025-08-16,HOLIDAY10,5,70,2629.81,525.96,2.66
2025-08-17,HOLIDAY10,12,140,4949.69,412.47,2.83
2025-08-17,NO_COUPON,10,100,4119.71,411.97,2.43
2025-08-17,RING20,6,40,3659.79,609.96,1.09
2025-08-18,HOLIDAY10,14,150,6829.61,487.83,2.2
2025-08-18,NO_COUPON,11,100,6679.6,607.24,1.5
2025-08-18,RING20,10,90,5199.68,519.97,1.73
2025-08-19,HOLIDAY10,16,180,9139.45,571.22,1.97
2025-08-19,RING20,9,100,4559.73,506.64,2.19
2025-08-19,NO_COUPON,6,90,2519.86,419.98,3.57
2025-08-20,NO_COUPON,12,120,7489.59,624.13,1.6
2025-08-20,RING20,7,60,2259.84,322.83,2.66
2025-08-20,HOLIDAY10,6,70,3399.79,566.63,2.06
2025-08-21,HOLIDAY10,16,160,9079.41,567.46,1.76
2025-08-21,NO_COUPON,10,90,3679.75,367.98,2.45
2025-08-21,RING20,7,80,2559.86,365.69,3.13
2025-08-22,RING20,18,140,8089.49,449.42,1.73
2025-08-22,NO_COUPON,12,120,7249.63,604.14,1.66
2025-08-22,HOLIDAY10,8,50,3659.79,457.47,1.37
2025-08-23,HOLIDAY10,12,150,5299.64,441.64,2.83
2025-08-23,RING20,10,110,4469.72,446.97,2.46
2025-08-23,NO_COUPON,8,120,3049.84,381.23,3.93
2025-08-24,HOLIDAY10,12,180,5739.66,478.3,3.14
2025-08-24,RING20,12,150,6399.62,533.3,2.34
2025-08-24,NO_COUPON,9,110,4049.77,449.97,2.72
2025-08-25,RING20,17,160,8209.51,482.91,1.95
2025-08-25,HOLIDAY10,9,110,4609.69,512.19,2.39
2025-08-25,NO_COUPON,7,90,3769.81,538.54,2.39
2025-08-26,NO_COUPON,11,130,6539.64,594.51,1.99
2025-08-26,RING20,11,130,6649.63,604.51,1.95
2025-08-26,HOLIDAY10,7,90,4039.74,577.11,2.23
2025-08-27,RING20,16,150,9529.45,595.59,1.57
2025-08-27,NO_COUPON,10,120,4919.72,491.97,2.44
2025-08-27,HOLIDAY10,4,30,1219.93,304.98,2.46
2025-08-28,NO_COUPON,13,140,5999.63,461.51,2.33
2025-08-28,HOLIDAY10,10,90,4249.75,424.98,2.12
2025-08-28,RING20,7,70,4479.75,639.96,1.56
2025-08-29,HOLIDAY10,13,100,4309.69,331.51,2.32
2025-08-29,RING20,12,110,6469.61,539.13,1.7
2025-08-29,NO_COUPON,9,40,3749.77,416.64,1.07
2025-08-30,NO_COUPON,12,150,6649.61,554.13,2.26
2025-08-30,HOLIDAY10,9,130,5759.7,639.97,2.26
2025-08-30,RING20,8,90,4879.74,609.97,1.84
2025-08-31,NO_COUPON,16,80,7219.51,451.22,1.11
2025-08-31,RING20,12,90,7039.59,586.63,1.28
2025-08-31,HOLIDAY10,10,130,4559.73,455.97,2.85
2025-09-01,RING20,14,120,7899.55,564.25,1.52
2025-09-01,HOLIDAY10,12,100,5529.67,460.81,1.81
2025-09-01,NO_COUPON,10,70,5209.66,520.97,1.34
2025-09-02,NO_COUPON,19,220,8039.6,423.14,2.74
2025-09-02,HOLIDAY10,15,150,7839.5,522.63,1.91
2025-09-02,RING20,11,90,4909.66,446.33,1.83
2025-09-03,HOLIDAY10,12,120,4849.69,404.14,2.47
2025-09-03,RING20,11,90,6399.67,581.79,1.41
2025-09-03,NO_COUPON,4,0,2069.89,517.47,0.0
2025-09-04,NO_COUPON,16,240,7599.51,474.97,3.16
2025-09-04,HOLIDAY10,15,180,8109.49,540.63,2.22
2025-09-04,RING20,7,70,3099.79,442.83,2.26
2025-09-05,HOLIDAY10,15,120,6519.6,434.64,1.84
2025-09-05,NO_COUPON,10,90,5569.7,556.97,1.62
2025-09-05,RING20,10,140,5099.69,509.97,2.75
2025-09-06,HOLIDAY10,12,140,5759.67,479.97,2.43
2025-09-06,RING20,12,90,5639.67,469.97,1.6
2025-09-06,NO_COUPON,10,130,5909.62,590.96,2.2
2025-09-07,RING20,10,60,6949.63,694.96,0.86
2025-09-07,HOLIDAY10,8,110,5479.71,684.96,2.01
2025-09-07,NO_COUPON,8,90,4289.75,536.22,2.1
2025-09-08,NO_COUPON,11,100,5739.68,521.79,1.74
2025-09-08,HOLIDAY10,10,100,4429.71,442.97,2.26
2025-09-08,RING20,10,110,6759.58,675.96,1.63
2025-09-09,NO_COUPON,10,110,5079.75,507.98,2.17
2025-09-09,HOLIDAY10,9,140,3789.75,421.08,3.69
2025-09-09,RING20,8,110,4699.75,587.47,2.34
2025-09-10,NO_COUPON,13,160,5759.59,443.05,2.78
2025-09-10,RING20,12,90,5289.66,440.8,1.7
2025-09-10,HOLIDAY10,9,30,4159.74,462.19,0.72
2025-09-11,NO_COUPON,14,160,5529.64,394.97,2.89
2025-09-11,HOLIDAY10,12,120,7289.58,607.46,1.65
2025-09-11,RING20,8,80,4789.76,598.72,1.67
2025-09-12,HOLIDAY10,12,80,6799.63,566.64,1.18
2025-09-12,RING20,8,110,2729.77,341.22,4.03
2025-09-12,NO_COUPON,6,70,2299.84,383.31,3.04
2025-09-13,HOLIDAY10,9,70,5399.68,599.96,1.3
2025-09-13,NO_COUPON,7,60,2909.82,415.69,2.06
2025-09-13,RING20,4,30,1139.9,284.98,2.63
2025-09-14,RING20,13,100,5819.66,447.67,1.72
2025-09-14,NO_COUPON,10,70,3119.76,311.98,2.24
2025-09-14,HOLIDAY10,5,60,2889.83,577.97,2.08
2025-09-15,RING20,14,130,5139.66,367.12,2.53
2025-09-15,HOLIDAY10,12,150,6399.62,533.3,2.34
2025-09-15,NO_COUPON,10,70,4889.69,488.97,1.43
2025-09-16,HOLIDAY10,11,120,7109.61,646.33,1.69
2025-09-16,RING20,7,40,3399.79,485.68,1.18
2025-09-16,NO_COUPON,3,30,1199.89,399.96,2.5
2025-09-17,HOLIDAY10,9,110,4009.74,445.53,2.74
2025-09-17,RING20,8,80,3959.79,494.97,2.02
2025-09-17,NO_COUPON,7,80,3399.82,485.69,2.35
2025-09-18,HOLIDAY10,16,120,7729.57,483.1,1.55
2025-09-18,RING20,14,150,5979.62,427.12,2.51
2025-09-18,NO_COUPON,11,40,5719.67,519.97,0.7
2025-09-19,RING20,10,150,6119.63,611.96,2.45
2025-09-19,NO_COUPON,5,50,1669.9,333.98,2.99
2025-09-19,HOLIDAY10,4,40,1419.91,354.98,2.82
2025-09-20,NO_COUPON,14,90,6669.62,476.4,1.35
2025-09-20,HOLIDAY10,13,90,5399.66,415.36,1.67
2025-09-20,RING20,8,70,4399.75,549.97,1.59
2025-09-21,NO_COUPON,16,230,8029.51,501.84,2.86
2025-09-21,RING20,9,110,4089.77,454.42,2.69
2025-09-21,HOLIDAY10,5,80,2999.83,599.97,2.67
2025-09-22,HOLIDAY10,18,130,8279.53,459.97,1.57
2025-09-22,NO_COUPON,7,70,3799.78,542.83,1.84
2025-09-22,RING20,7,50,3809.76,544.25,1.31
2025-09-23,NO_COUPON,11,120,5389.65,489.97,2.23
2025-09-23,HOLIDAY10,7,100,3379.8,482.83,2.96
2025-09-23,RING20,4,50,1319.89,329.97,3.79
2025-09-24,NO_COUPON,12,120,6889.62,574.14,1.74
2025-09-24,HOLIDAY10,6,100,3899.79,649.96,2.56
2025-09-24,RING20,5,50,2119.85,423.97,2.36
2025-09-25,HOLIDAY10,12,120,7029.56,585.8,1.71
2025-09-25,NO_COUPON,7,50,3709.77,529.97,1.35
2025-09-25,RING20,7,50,3159.81,451.4,1.58
2025-09-26,HOLIDAY10,13,170,6039.61,464.59,2.81
2025-09-26,RING20,12,150,4809.69,400.81,3.12
2025-09-26,NO_COUPON,9,100,4289.73,476.64,2.33
2025-09-27,RING20,10,90,4859.7,485.97,1.85
2025-09-27,NO_COUPON,8,120,3809.76,476.22,3.15
2025-09-27,HOLIDAY10,3,10,2229.87,743.29,0.45
2025-09-28,HOLIDAY10,14,180,6829.6,487.83,2.64
2025-09-28,NO_COUPON,9,120,4629.7,514.41,2.59
2025-09-28,RING20,7,80,2779.78,397.11,2.88
2025-09-29,NO_COUPON,15,150,7169.57,477.97,2.09
2025-09-29,RING20,10,50,4869.71,486.97,1.03
2025-09-29,HOLIDAY10,7,50,3629.79,518.54,1.38
2025-09-30,HOLIDAY10,12,150,6789.55,565.8,2.21
2025-09-30,NO_COUPON,7,100,2769.85,395.69,3.61
2025-09-30,RING20,5,60,3249.84,649.97,1.85
2025-10-01,RING20,14,130,6299.6,449.97,2.06
2025-10-01,NO_COUPON,9,80,5219.69,579.97,1.53
2025-10-01,HOLIDAY10,8,70,4199.77,524.97,1.67
2025-10-02,NO_COUPON,11,80,5189.72,471.79,1.54
2025-10-02,HOLIDAY10,10,100,4219.73,421.97,2.37
2025-10-02,RING20,4,60,2219.84,554.96,2.7
2025-10-03,HOLIDAY10,9,150,5599.72,622.19,2.68
2025-10-03,NO_COUPON,9,80,4339.74,482.19,1.84
2025-10-03,RING20,7,80,3009.81,429.97,2.66
2025-10-04,NO_COUPON,19,180,10279.4,541.02,1.75
2025-10-04,RING20,8,90,5059.76,632.47,1.78
2025-10-04,HOLIDAY10,6,60,2919.83,486.64,2.05
2025-10-05,RING20,13,50,6499.61,499.97,0.77
2025-10-05,HOLIDAY10,9,70,3249.76,361.08,2.15
2025-10-05,NO_COUPON,7,60,3509.79,501.4,1.71
2025-10-06,NO_COUPON,16,210,8649.48,540.59,2.43
2025-10-06,RING20,7,100,3899.77,557.11,2.56
2025-10-06,HOLIDAY10,6,40,3219.82,536.64,1.24
2025-10-07,HOLIDAY10,10,70,6709.65,670.96,1.04
2025-10-07,RING20,10,110,3299.8,329.98,3.33
2025-10-07,NO_COUPON,8,110,2719.82,339.98,4.04
2025-10-08,RING20,13,120,7699.55,592.27,1.56
2025-10-08,HOLIDAY10,8,80,4379.74,547.47,1.83
2025-10-08,NO_COUPON,6,60,3699.79,616.63,1.62
2025-10-09,NO_COUPON,12,120,6349.61,529.13,1.89
2025-10-09,RING20,10,100,3779.79,377.98,2.65
2025-10-09,HOLIDAY10,8,40,4519.78,564.97,0.88
2025-10-10,HOLIDAY10,8,30,4549.75,568.72,0.66
2025-10-10,RING20,8,50,5269.7,658.71,0.95
2025-10-10,NO_COUPON,4,60,3719.83,929.96,1.61
2025-10-11,HOLIDAY10,14,120,6329.65,452.12,1.9
2025-10-11,NO_COUPON,14,110,7779.57,555.68,1.41
2025-10-11,RING20,12,120,5639.64,469.97,2.13
2025-10-12,HOLIDAY10,12,110,6329.6,527.47,1.74
2025-10-12,RING20,11,140,5289.71,480.88,2.65
2025-10-12,NO_COUPON,9,50,3599.77,399.97,1.39
2025-10-13,RING20,14,210,5629.66,402.12,3.73
2025-10-13,HOLIDAY10,10,90,5759.65,575.96,1.56
2025-10-13,NO_COUPON,8,60,5049.68,631.21,1.19
2025-10-14,RING20,15,150,8919.48,594.63,1.68
2025-10-14,HOLIDAY10,14,140,5889.68,420.69,2.38
2025-10-14,NO_COUPON,11,130,5659.68,514.52,2.3
2025-10-15,HOLIDAY10,10,80,4709.7,470.97,1.7
2025-10-15,RING20,9,60,3339.8,371.09,1.8
2025-10-15,NO_COUPON,5,60,1959.89,391.98,3.06
2025-10-16,NO_COUPON,14,110,8589.51,613.54,1.28
2025-10-16,HOLIDAY10,9,60,4339.73,482.19,1.38
2025-10-16,RING20,7,50,1909.86,272.84,2.62
2025-10-17,RING20,14,170,6219.62,444.26,2.73
2025-10-17,NO_COUPON,11,110,4979.71,452.7,2.21
2025-10-17,HOLIDAY10,7,90,3939.77,562.82,2.28
2025-10-18,HOLIDAY10,19,160,9519.42,501.02,1.68
2025-10-18,NO_COUPON,10,110,3799.73,379.97,2.89
2025-10-18,RING20,8,60,4379.74,547.47,1.37
2025-10-19,HOLIDAY10,16,200,8349.46,521.84,2.4
2025-10-19,NO_COUPON,11,120,6719.63,610.88,1.79
2025-10-19,RING20,10,100,4949.69,494.97,2.02
2025-10-20,NO_COUPON,7,80,2989.82,427.12,2.68
2025-10-20,RING20,7,90,3159.86,451.41,2.85
2025-10-20,HOLIDAY10,5,70,1969.85,393.97,3.55
2025-10-21,HOLIDAY10,14,190,6169.62,440.69,3.08
2025-10-21,RING20,9,120,5839.7,648.86,2.05
2025-10-21,NO_COUPON,7,70,3509.76,501.39,1.99
2025-10-22,NO_COUPON,13,100,8099.54,623.04,1.23
2025-10-22,HOLIDAY10,10,80,4589.7,458.97,1.74
2025-10-22,RING20,10,60,4849.7,484.97,1.24
2025-10-23,NO_COUPON,9,110,4479.73,497.75,2.46
2025-10-23,HOLIDAY10,8,70,3449.8,431.22,2.03
2025-10-23,RING20,8,90,3069.8,383.72,2.93
2025-10-24,NO_COUPON,13,160,6749.6,519.2,2.37
2025-10-24,HOLIDAY10,11,120,5109.64,464.51,2.35
2025-10-24,RING20,4,80,2519.86,629.96,3.17
2025-10-25,RING20,15,100,7829.56,521.97,1.28
2025-10-25,HOLIDAY10,10,40,5409.67,540.97,0.74
2025-10-25,NO_COUPON,8,70,3769.76,471.22,1.86
2025-10-26,NO_COUPON,12,140,6899.6,574.97,2.03
2025-10-26,HOLIDAY10,11,140,7859.58,714.51,1.78
2025-10-26,RING20,9,120,3199.81,355.53,3.75
2025-10-27,RING20,18,180,10089.4,560.52,1.78
2025-10-27,NO_COUPON,8,70,4089.77,511.22,1.71
