date,path,pageviews,unique_users,sessions_with_page,avg_scroll_depth,total_clicks
2025-02-26,/products/indoor-cam-(2nd-gen),99,98,99,67.27,31
2025-02-26,/products/stick-up-cam-battery,87,87,87,53.38,30
2025-02-27,/checkout/thankyou,149,107,107,63.31,114
2025-02-27,/category/security-cameras,136,107,107,60.95,96
2025-02-27,/checkout/payment,132,98,98,62.23,87
2025-02-27,/cart,127,101,101,57.54,87
2025-02-27,/products/ring-alarm-8-piece,105,105,105,64.18,50
2025-02-27,/products/indoor-cam-(2nd-gen),103,103,103,64.52,44
2025-02-27,/products/video-doorbell-pro-2,98,98,98,66.67,34
2025-02-27,/products/stick-up-cam-battery,94,94,94,66.67,40
2025-02-28,/checkout/thankyou,159,117,117,63.05,104
2025-02-28,/checkout/payment,148,105,105,60.88,112
2025-02-28,/category/security-cameras,127,98,98,57.36,82
2025-02-28,/cart,125,93,93,63.76,94
2025-02-28,/products/indoor-cam-(2nd-gen),106,106,106,65.53,46
2025-02-28,/products/ring-alarm-8-piece,99,99,99,63.24,36
2025-02-28,/products/stick-up-cam-battery,98,98,98,66.23,39
2025-02-28,/products/video-doorbell-pro-2,97,97,97,57.66,41
2025-03-01,/checkout/thankyou,152,109,110,60.76,111
2025-03-01,/cart,151,112,112,65.06,104
2025-03-01,/category/security-cameras,149,101,101,61.42,105
2025-03-01,/checkout/payment,147,112,112,64.41,103
2025-03-01,/products/ring-alarm-8-piece,107,107,107,61.23,44
2025-03-01,/products/indoor-cam-(2nd-gen),105,105,105,57.2,42
2025-03-01,/products/video-doorbell-pro-2,96,96,96,61.7,36
2025-03-01,/products/stick-up-cam-battery,92,92,92,60.25,39
2025-03-02,/category/security-cameras,162,120,120,59.9,118
2025-03-02,/checkout/thankyou,152,115,115,61.75,108
2025-03-02,/cart,141,102,102,60.38,97
2025-03-02,/checkout/payment,120,93,93,60.19,84
2025-03-02,/products/indoor-cam-(2nd-gen),104,104,104,65.28,47
2025-03-02,/products/stick-up-cam-battery,103,103,103,59.47,42
2025-03-02,/products/ring-alarm-8-piece,97,97,97,62.22,37
2025-03-02,/products/video-doorbell-pro-2,96,96,96,62.22,35
2025-03-03,/checkout/payment,154,110,110,61.42,101
2025-03-03,/checkout/thankyou,148,102,102,61.81,107
2025-03-03,/category/security-cameras,139,99,99,62.68,99
2025-03-03,/cart,132,99,100,65.52,95
2025-03-03,/products/video-doorbell-pro-2,108,108,108,57.2,44
2025-03-03,/products/ring-alarm-8-piece,104,104,104,65.25,40
2025-03-03,/products/indoor-cam-(2nd-gen),94,94,94,59.72,37
2025-03-03,/products/stick-up-cam-battery,94,94,94,63.59,42
2025-03-04,/checkout/thankyou,171,118,118,64.35,117
2025-03-04,/cart,153,114,114,61.47,104
2025-03-04,/checkout/payment,138,101,101,64.72,96
2025-03-04,/category/security-cameras,128,96,96,62.61,84
2025-03-04,/products/ring-alarm-8-piece,109,109,109,64.47,51
2025-03-04,/products/stick-up-cam-battery,104,104,104,63.03,44
2025-03-04,/products/video-doorbell-pro-2,94,94,94,58.15,35
2025-03-04,/products/indoor-cam-(2nd-gen),93,93,93,68.24,31
2025-03-05,/category/security-cameras,168,116,116,60.86,108
2025-03-05,/checkout/thankyou,168,122,122,61.88,116
2025-03-05,/cart,148,101,101,64.68,106
2025-03-05,/checkout/payment,129,100,100,64.41,93
2025-03-05,/products/stick-up-cam-battery,104,104,104,71.82,34
2025-03-05,/products/video-doorbell-pro-2,104,104,104,58.73,46
2025-03-05,/products/indoor-cam-(2nd-gen),97,97,97,62.3,45
2025-03-05,/products/ring-alarm-8-piece,95,95,95,59.62,45
2025-03-06,/checkout/thankyou,129,104,104,62.41,85
2025-03-06,/category/security-cameras,125,101,101,60.83,89
2025-03-06,/checkout/payment,119,91,91,62.95,86
2025-03-06,/cart,116,90,90,63.33,76
2025-03-06,/products/indoor-cam-(2nd-gen),106,106,106,63.33,39
2025-03-06,/products/ring-alarm-8-piece,99,99,99,69.17,40
2025-03-06,/products/video-doorbell-pro-2,98,97,98,68.63,37
2025-03-06,/products/stick-up-cam-battery,97,97,97,62.27,43
2025-03-07,/checkout/payment,151,107,107,63.4,95
2025-03-07,/cart,140,102,102,61.34,100
2025-03-07,/category/security-cameras,135,99,99,60.22,91
2025-03-07,/checkout/thankyou,135,98,98,64.34,86
2025-03-07,/products/ring-alarm-8-piece,105,105,105,62.5,45
2025-03-07,/products/stick-up-cam-battery,103,103,103,65.62,36
2025-03-07,/products/video-doorbell-pro-2,102,102,102,56.67,39
2025-03-07,/products/indoor-cam-(2nd-gen),90,90,90,54.59,32
2025-03-08,/category/security-cameras,178,126,126,66.04,123
2025-03-08,/checkout/thankyou,169,117,117,61.76,111
2025-03-08,/cart,157,118,118,64.16,112
2025-03-08,/checkout/payment,155,110,110,64.42,115
2025-03-08,/products/ring-alarm-8-piece,112,112,112,63.01,45
2025-03-08,/products/stick-up-cam-battery,102,102,102,67.22,42
2025-03-08,/products/video-doorbell-pro-2,95,95,95,65.32,41
2025-03-08,/products/indoor-cam-(2nd-gen),91,91,91,56.9,45
2025-03-09,/checkout/thankyou,186,127,127,61.38,131
2025-03-09,/checkout/payment,175,123,123,60.0,124
2025-03-09,/category/security-cameras,172,107,107,61.39,129
2025-03-09,/cart,150,108,108,58.88,114
2025-03-09,/products/video-doorbell-pro-2,108,108,108,62.81,46
2025-03-09,/products/indoor-cam-(2nd-gen),103,103,103,59.19,46
2025-03-09,/products/stick-up-cam-battery,102,102,102,63.95,42
2025-03-09,/products/ring-alarm-8-piece,87,87,87,61.0,41
2025-03-10,/checkout/thankyou,158,109,109,61.4,113
2025-03-10,/cart,152,109,109,60.71,103
2025-03-10,/checkout/payment,136,105,105,61.9,105
2025-03-10,/category/security-cameras,134,97,97,62.21,93
2025-03-10,/products/ring-alarm-8-piece,108,108,108,64.83,44
2025-03-10,/products/indoor-cam-(2nd-gen),106,106,106,63.79,38
2025-03-10,/products/stick-up-cam-battery,106,106,106,59.75,45
2025-03-10,/products/video-doorbell-pro-2,80,80,80,60.8,40
2025-03-11,/checkout/thankyou,174,115,115,62.9,112
2025-03-11,/category/security-cameras,146,105,105,66.43,104
2025-03-11,/cart,142,108,109,60.08,97
2025-03-11,/checkout/payment,135,95,95,61.67,106
2025-03-11,/products/ring-alarm-8-piece,110,110,110,62.1,45
2025-03-11,/products/stick-up-cam-battery,104,104,104,60.64,36
2025-03-11,/products/indoor-cam-(2nd-gen),93,93,93,55.5,37
2025-03-11,/products/video-doorbell-pro-2,93,93,93,63.5,39
2025-03-12,/checkout/payment,145,105,105,63.85,95
2025-03-12,/cart,144,107,107,60.42,93
2025-03-12,/category/security-cameras,141,105,105,65.58,100
2025-03-12,/checkout/thankyou,141,107,107,65.58,88
2025-03-12,/products/ring-alarm-8-piece,114,114,114,61.62,54
2025-03-12,/products/video-doorbell-pro-2,113,113,113,63.39,54
2025-03-12,/products/indoor-cam-(2nd-gen),89,89,89,65.69,35
2025-03-12,/products/stick-up-cam-battery,84,84,84,62.24,32
2025-03-13,/cart,168,117,117,61.86,109
2025-03-13,/checkout/thankyou,153,118,118,63.47,106
2025-03-13,/checkout/payment,149,96,96,60.55,116
2025-03-13,/category/security-cameras,127,96,96,62.03,80
2025-03-13,/products/ring-alarm-8-piece,110,110,110,63.64,40
2025-03-13,/products/video-doorbell-pro-2,101,101,101,65.77,45
2025-03-13,/products/stick-up-cam-battery,99,99,99,62.95,42
2025-03-13,/products/indoor-cam-(2nd-gen),90,90,90,66.2,40
2025-03-14,/cart,185,125,125,64.66,138
2025-03-14,/category/security-cameras,176,122,123,62.83,133
2025-03-14,/checkout/thankyou,153,105,105,63.98,95
2025-03-14,/checkout/payment,144,101,101,64.31,94
2025-03-14,/products/video-doorbell-pro-2,109,109,109,67.14,54
2025-03-14,/products/stick-up-cam-battery,102,102,102,59.43,47
2025-03-14,/products/indoor-cam-(2nd-gen),101,101,101,64.39,47
2025-03-14,/products/ring-alarm-8-piece,88,87,88,64.04,32
2025-03-15,/checkout/payment,156,115,115,62.07,106
2025-03-15,/checkout/thankyou,136,108,109,62.59,90
2025-03-15,/category/security-cameras,135,101,101,63.32,98
2025-03-15,/cart,134,98,98,63.26,96
2025-03-15,/products/indoor-cam-(2nd-gen),104,104,104,61.19,41
2025-03-15,/products/ring-alarm-8-piece,101,101,101,62.71,42
2025-03-15,/products/stick-up-cam-battery,98,98,98,62.5,45
2025-03-15,/products/video-doorbell-pro-2,97,97,97,66.67,35
2025-03-16,/cart,163,106,106,61.88,110
2025-03-16,/checkout/payment,161,121,121,60.07,113
2025-03-16,/checkout/thankyou,140,96,96,64.75,94
2025-03-16,/category/security-cameras,134,101,101,65.15,90
2025-03-16,/products/video-doorbell-pro-2,109,109,109,64.84,43
2025-03-16,/products/stick-up-cam-battery,101,101,101,62.12,46
2025-03-16,/products/indoor-cam-(2nd-gen),99,98,99,63.16,47
2025-03-16,/products/ring-alarm-8-piece,91,91,91,67.42,39
2025-03-17,/checkout/thankyou,145,110,110,61.62,97
2025-03-17,/cart,140,97,97,64.72,101
2025-03-17,/category/security-cameras,132,95,95,64.29,103
2025-03-17,/checkout/payment,132,97,97,63.11,91
2025-03-17,/products/stick-up-cam-battery,112,112,112,64.15,35
2025-03-17,/products/indoor-cam-(2nd-gen),102,102,102,60.96,36
2025-03-17,/products/video-doorbell-pro-2,93,93,93,64.83,46
2025-03-17,/products/ring-alarm-8-piece,92,92,92,63.59,38
2025-03-18,/category/security-cameras,169,115,115,60.61,111
2025-03-18,/cart,151,110,110,62.59,108
2025-03-18,/checkout/payment,150,115,115,59.68,103
2025-03-18,/checkout/thankyou,143,99,99,58.75,107
2025-03-18,/products/stick-up-cam-battery,112,112,112,64.29,46
2025-03-18,/products/video-doorbell-pro-2,108,108,108,62.33,45
2025-03-18,/products/ring-alarm-8-piece,94,94,94,61.89,35
2025-03-18,/products/indoor-cam-(2nd-gen),87,87,87,59.72,30
2025-03-19,/checkout/thankyou,148,96,97,63.64,105
2025-03-19,/cart,134,100,100,60.08,93
2025-03-19,/category/security-cameras,127,96,96,63.33,92
2025-03-19,/checkout/payment,111,87,88,63.35,73
2025-03-19,/products/video-doorbell-pro-2,109,109,109,63.1,45
2025-03-19,/products/stick-up-cam-battery,107,107,107,62.3,40
2025-03-19,/products/indoor-cam-(2nd-gen),94,93,94,56.38,36
2025-03-19,/products/ring-alarm-8-piece,90,90,90,61.18,27
2025-03-20,/category/security-cameras,163,117,117,61.83,123
2025-03-20,/checkout/payment,153,110,110,62.82,108
2025-03-20,/checkout/thankyou,148,104,104,62.57,107
2025-03-20,/cart,139,109,109,67.19,85
2025-03-20,/products/video-doorbell-pro-2,111,111,111,63.89,47
2025-03-20,/products/stick-up-cam-battery,100,100,100,57.42,46
2025-03-20,/products/indoor-cam-(2nd-gen),96,96,96,59.91,40
2025-03-20,/products/ring-alarm-8-piece,93,93,93,58.33,37
2025-03-21,/cart,149,106,106,60.37,107
2025-03-21,/checkout/thankyou,141,100,100,62.42,103
2025-03-21,/checkout/payment,135,101,101,61.8,110
2025-03-21,/category/security-cameras,131,91,91,63.67,99
2025-03-21,/products/indoor-cam-(2nd-gen),107,107,107,61.89,39
2025-03-21,/products/video-doorbell-pro-2,105,105,105,61.69,41
2025-03-21,/products/ring-alarm-8-piece,94,94,94,59.55,38
2025-03-21,/products/stick-up-cam-battery,93,93,93,57.14,42
2025-03-22,/cart,142,106,106,61.94,106
2025-03-22,/category/security-cameras,142,103,103,62.5,95
2025-03-22,/checkout/payment,138,107,107,65.98,102
2025-03-22,/checkout/thankyou,118,93,93,61.2,86
2025-03-22,/products/indoor-cam-(2nd-gen),109,109,109,64.17,50
2025-03-22,/products/video-doorbell-pro-2,104,104,104,58.19,47
2025-03-22,/products/ring-alarm-8-piece,99,99,99,67.45,38
2025-03-22,/products/stick-up-cam-battery,89,89,89,65.0,32
2025-03-23,/category/security-cameras,182,123,123,60.85,125
2025-03-23,/checkout/payment,156,101,101,63.17,96
2025-03-23,/checkout/thankyou,150,110,110,58.54,108
2025-03-23,/products/ring-alarm-8-piece,117,117,117,60.36,51
2025-03-23,/cart,112,91,91,63.25,80
2025-03-23,/products/indoor-cam-(2nd-gen),95,95,95,64.42,37
2025-03-23,/products/stick-up-cam-battery,94,94,94,64.52,36
2025-03-23,/products/video-doorbell-pro-2,94,94,94,66.67,43
2025-03-24,/cart,157,120,120,62.26,108
2025-03-24,/checkout/payment,155,110,110,59.15,106
2025-03-24,/checkout/thankyou,130,102,102,63.8,95
2025-03-24,/category/security-cameras,129,98,98,62.7,103
2025-03-24,/products/video-doorbell-pro-2,110,110,110,61.4,47
2025-03-24,/products/indoor-cam-(2nd-gen),99,99,99,62.12,48
2025-03-24,/products/stick-up-cam-battery,98,98,98,61.29,40
2025-03-24,/products/ring-alarm-8-piece,93,93,93,66.36,38
2025-03-25,/cart,140,108,108,62.4,94
2025-03-25,/checkout/thankyou,138,99,99,61.09,102
2025-03-25,/category/security-cameras,133,104,104,61.85,93
2025-03-25,/checkout/payment,122,92,93,66.09,85
2025-03-25,/products/video-doorbell-pro-2,110,110,110,64.68,41
2025-03-25,/products/stick-up-cam-battery,100,100,100,65.0,47
2025-03-25,/products/indoor-cam-(2nd-gen),99,99,99,59.57,38
2025-03-25,/products/ring-alarm-8-piece,91,91,91,64.35,38
2025-03-26,/category/security-cameras,157,113,113,60.71,107
2025-03-26,/cart,139,103,103,61.41,94
2025-03-26,/checkout/payment,138,104,104,59.83,107
2025-03-26,/checkout/thankyou,120,93,93,60.0,87
2025-03-26,/products/indoor-cam-(2nd-gen),104,104,104,57.81,37
2025-03-26,/products/video-doorbell-pro-2,103,103,103,63.6,38
2025-03-26,/products/ring-alarm-8-piece,100,100,100,58.96,46
2025-03-26,/products/stick-up-cam-battery,93,93,93,56.92,35
2025-03-27,/category/security-cameras,167,114,114,62.64,116
2025-03-27,/cart,166,127,127,62.23,122
2025-03-27,/checkout/payment,158,114,114,59.32,102
2025-03-27,/checkout/thankyou,122,94,94,60.65,86
2025-03-27,/products/stick-up-cam-battery,106,106,106,64.47,53
2025-03-27,/products/ring-alarm-8-piece,102,101,102,71.43,43
2025-03-27,/products/indoor-cam-(2nd-gen),100,100,100,58.93,44
2025-03-27,/products/video-doorbell-pro-2,92,92,92,67.68,36
2025-03-28,/cart,143,108,109,60.39,95
2025-03-28,/category/security-cameras,140,104,104,59.35,93
2025-03-28,/checkout/thankyou,133,91,91,64.02,93
2025-03-28,/checkout/payment,129,97,97,62.6,91
2025-03-28,/products/indoor-cam-(2nd-gen),109,109,109,59.21,46
2025-03-28,/products/video-doorbell-pro-2,106,106,106,62.5,39
2025-03-28,/products/ring-alarm-8-piece,98,98,98,64.42,31
2025-03-28,/products/stick-up-cam-battery,86,86,86,70.62,32
2025-03-29,/checkout/payment,164,116,116,60.95,117
2025-03-29,/cart,150,105,105,65.0,115
2025-03-29,/checkout/thankyou,139,100,100,61.49,95
2025-03-29,/category/security-cameras,126,94,94,61.79,94
2025-03-29,/products/ring-alarm-8-piece,105,105,105,63.43,42
2025-03-29,/products/indoor-cam-(2nd-gen),100,100,100,59.64,36
2025-03-29,/products/video-doorbell-pro-2,99,99,99,62.93,40
2025-03-29,/products/stick-up-cam-battery,97,97,97,65.62,39
2025-03-30,/category/security-cameras,135,96,96,62.97,96
2025-03-30,/checkout/thankyou,131,101,101,61.59,88
2025-03-30,/cart,130,91,91,64.23,93
2025-03-30,/checkout/payment,125,89,89,62.27,68
2025-03-30,/products/stick-up-cam-battery,112,112,112,64.83,39
2025-03-30,/products/indoor-cam-(2nd-gen),110,109,110,59.84,44
2025-03-30,/products/ring-alarm-8-piece,100,100,100,61.36,41
2025-03-30,/products/video-doorbell-pro-2,78,78,78,58.33,32
2025-03-31,/cart,161,113,113,62.82,110
2025-03-31,/checkout/payment,158,112,112,63.12,114
2025-03-31,/category/security-cameras,127,103,103,63.89,86
2025-03-31,/checkout/thankyou,122,93,93,60.86,85
2025-03-31,/products/video-doorbell-pro-2,109,109,109,63.43,39
2025-03-31,/products/ring-alarm-8-piece,107,107,107,69.53,44
2025-03-31,/products/stick-up-cam-battery,95,95,95,57.78,41
2025-03-31,/products/indoor-cam-(2nd-gen),89,89,89,59.88,36
2025-04-01,/cart,130,87,87,61.79,81
2025-04-01,/checkout/payment,129,97,97,61.82,87
2025-04-01,/checkout/thankyou,119,82,82,62.4,83
2025-04-01,/products/stick-up-cam-battery,115,115,115,60.38,40
2025-04-01,/category/security-cameras,107,81,81,64.81,78
2025-04-01,/products/indoor-cam-(2nd-gen),103,103,103,55.93,45
2025-04-01,/products/ring-alarm-8-piece,94,94,94,61.5,38
2025-04-01,/products/video-doorbell-pro-2,88,88,88,57.05,32
2025-04-02,/checkout/thankyou,136,90,91,62.76,92
2025-04-02,/category/security-cameras,129,96,96,61.42,88
2025-04-02,/checkout/payment,121,91,92,65.0,84
2025-04-02,/products/video-doorbell-pro-2,112,112,112,63.52,38
2025-04-02,/cart,111,82,83,64.68,86
2025-04-02,/products/stick-up-cam-battery,100,100,100,58.04,34
2025-04-02,/products/indoor-cam-(2nd-gen),94,94,94,65.82,36
2025-04-02,/products/ring-alarm-8-piece,94,94,94,59.21,34
2025-04-03,/cart,146,105,105,63.22,104
2025-04-03,/category/security-cameras,135,93,93,60.66,97
2025-04-03,/checkout/thankyou,129,96,96,58.61,92
2025-04-03,/checkout/payment,127,103,103,62.1,85
2025-04-03,/products/ring-alarm-8-piece,108,108,108,62.22,40
2025-04-03,/products/video-doorbell-pro-2,107,106,107,72.09,39
2025-04-03,/products/stick-up-cam-battery,95,94,95,60.1,44
2025-04-03,/products/indoor-cam-(2nd-gen),90,90,90,64.38,32
2025-04-04,/checkout/payment,149,107,108,62.25,97
2025-04-04,/checkout/thankyou,141,102,102,61.62,94
2025-04-04,/category/security-cameras,130,98,99,62.11,81
2025-04-04,/cart,111,88,88,61.11,85
2025-04-04,/products/video-doorbell-pro-2,109,109,109,66.95,48
2025-04-04,/products/indoor-cam-(2nd-gen),104,104,104,65.87,32
2025-04-04,/products/stick-up-cam-battery,96,96,96,61.61,39
2025-04-04,/products/ring-alarm-8-piece,91,91,91,61.98,39
2025-04-05,/checkout/payment,142,104,104,61.57,98
2025-04-05,/cart,141,108,108,62.82,99
2025-04-05,/checkout/thankyou,134,108,108,64.46,88
2025-04-05,/category/security-cameras,131,97,97,65.78,95
2025-04-05,/products/video-doorbell-pro-2,105,105,105,65.23,40
2025-04-05,/products/stick-up-cam-battery,103,102,103,61.61,41
2025-04-05,/products/indoor-cam-(2nd-gen),99,99,99,66.36,44
2025-04-05,/products/ring-alarm-8-piece,93,93,93,64.0,41
2025-04-06,/checkout/payment,169,117,117,60.65,107
2025-04-06,/category/security-cameras,162,113,113,60.81,113
2025-04-06,/cart,157,121,121,59.59,106
2025-04-06,/checkout/thankyou,157,113,115,60.1,111
2025-04-06,/products/video-doorbell-pro-2,105,105,105,67.21,49
2025-04-06,/products/ring-alarm-8-piece,104,104,104,66.07,45
2025-04-06,/products/stick-up-cam-battery,97,97,97,64.58,41
2025-04-06,/products/indoor-cam-(2nd-gen),94,94,94,64.73,37
2025-04-07,/cart,152,104,104,63.59,97
2025-04-07,/checkout/payment,149,110,110,64.5,106
2025-04-07,/category/security-cameras,139,98,98,61.4,95
2025-04-07,/checkout/thankyou,135,99,99,63.12,97
2025-04-07,/products/indoor-cam-(2nd-gen),109,109,109,61.46,44
2025-04-07,/products/stick-up-cam-battery,101,101,101,69.23,41
2025-04-07,/products/video-doorbell-pro-2,96,96,96,59.31,41
2025-04-07,/products/ring-alarm-8-piece,94,94,94,58.33,38
2025-04-08,/checkout/thankyou,151,110,111,62.82,113
2025-04-08,/checkout/payment,135,103,103,63.4,94
2025-04-08,/category/security-cameras,133,99,99,64.2,96
2025-04-08,/cart,119,89,90,63.98,87
2025-04-08,/products/ring-alarm-8-piece,111,111,111,60.51,43
2025-04-08,/products/stick-up-cam-battery,101,100,101,64.62,39
2025-04-08,/products/video-doorbell-pro-2,96,96,96,61.54,41
2025-04-08,/products/indoor-cam-(2nd-gen),92,92,92,63.24,35
2025-04-09,/checkout/payment,163,121,121,61.83,122
2025-04-09,/category/security-cameras,159,117,117,64.91,107
2025-04-09,/cart,157,117,117,61.82,117
2025-04-09,/checkout/thankyou,143,103,103,63.86,99
2025-04-09,/products/ring-alarm-8-piece,109,109,109,62.5,52
2025-04-09,/products/indoor-cam-(2nd-gen),108,108,108,60.09,44
2025-04-09,/products/stick-up-cam-battery,97,97,97,61.36,31
2025-04-09,/products/video-doorbell-pro-2,86,86,86,68.22,42
2025-04-10,/checkout/thankyou,168,115,115,63.12,119
2025-04-10,/category/security-cameras,160,109,109,66.29,103
2025-04-10,/cart,157,108,108,61.39,108
2025-04-10,/checkout/payment,149,105,105,61.01,108
2025-04-10,/products/indoor-cam-(2nd-gen),114,114,114,63.89,43
2025-04-10,/products/video-doorbell-pro-2,98,98,98,61.32,38
2025-04-10,/products/ring-alarm-8-piece,96,96,96,62.88,46
2025-04-10,/products/stick-up-cam-battery,92,92,92,62.95,34
2025-04-11,/cart,159,116,116,60.76,117
2025-04-11,/category/security-cameras,152,106,106,61.17,102
2025-04-11,/checkout/payment,141,103,103,63.67,101
2025-04-11,/checkout/thankyou,138,99,99,59.11,87
2025-04-11,/products/ring-alarm-8-piece,105,105,105,58.98,40
2025-04-11,/products/video-doorbell-pro-2,104,104,104,65.62,35
2025-04-11,/products/stick-up-cam-battery,103,103,103,69.23,32
2025-04-11,/products/indoor-cam-(2nd-gen),88,88,88,59.26,39
2025-04-12,/cart,157,104,104,64.42,106
2025-04-12,/checkout/payment,144,105,105,64.29,104
2025-04-12,/checkout/thankyou,142,98,98,58.98,94
2025-04-12,/category/security-cameras,140,107,107,66.25,99
2025-04-12,/products/indoor-cam-(2nd-gen),109,109,109,59.58,43
2025-04-12,/products/video-doorbell-pro-2,104,104,104,61.9,45
2025-04-12,/products/stick-up-cam-battery,95,95,95,61.32,33
2025-04-12,/products/ring-alarm-8-piece,92,92,92,60.96,40
2025-04-13,/category/security-cameras,154,115,115,61.46,111
2025-04-13,/cart,147,106,106,66.26,101
2025-04-13,/checkout/thankyou,146,104,104,59.58,100
2025-04-13,/checkout/payment,139,94,95,60.17,90
2025-04-13,/products/indoor-cam-(2nd-gen),112,112,112,58.9,49
2025-04-13,/products/video-doorbell-pro-2,108,108,108,63.68,39
2025-04-13,/products/stick-up-cam-battery,91,91,91,61.43,35
2025-04-13,/products/ring-alarm-8-piece,89,89,89,64.36,35
2025-04-14,/category/security-cameras,163,120,120,62.09,116
2025-04-14,/checkout/thankyou,158,116,116,61.71,110
2025-04-14,/checkout/payment,150,104,104,60.89,113
2025-04-14,/cart,142,110,110,63.42,110
2025-04-14,/products/stick-up-cam-battery,112,112,112,62.85,51
2025-04-14,/products/ring-alarm-8-piece,105,105,105,60.61,43
2025-04-14,/products/indoor-cam-(2nd-gen),93,93,93,62.3,40
2025-04-14,/products/video-doorbell-pro-2,90,89,90,64.62,41
2025-04-15,/checkout/payment,162,107,107,62.19,118
2025-04-15,/category/security-cameras,155,106,106,65.1,110
2025-04-15,/cart,144,101,102,62.67,101
2025-04-15,/checkout/thankyou,139,104,104,57.92,104
2025-04-15,/products/indoor-cam-(2nd-gen),103,103,103,63.68,36
2025-04-15,/products/ring-alarm-8-piece,102,102,102,65.91,38
2025-04-15,/products/stick-up-cam-battery,101,101,101,63.46,34
2025-04-15,/products/video-doorbell-pro-2,94,94,94,61.22,29
2025-04-16,/checkout/thankyou,140,106,106,66.74,100
2025-04-16,/cart,138,101,101,62.76,97
2025-04-16,/category/security-cameras,135,102,102,64.02,95
2025-04-16,/products/video-doorbell-pro-2,107,107,107,58.9,38
2025-04-16,/products/stick-up-cam-battery,102,102,102,65.28,43
2025-04-16,/products/indoor-cam-(2nd-gen),100,100,100,67.58,43
2025-04-16,/checkout/payment,99,79,79,62.13,61
2025-04-16,/products/ring-alarm-8-piece,91,91,91,62.5,41
2025-04-17,/category/security-cameras,140,105,105,60.21,101
2025-04-17,/checkout/payment,136,102,102,65.0,98
2025-04-17,/checkout/thankyou,123,95,95,63.57,80
2025-04-17,/cart,122,93,93,61.67,86
2025-04-17,/products/video-doorbell-pro-2,105,105,105,62.23,32
2025-04-17,/products/ring-alarm-8-piece,103,103,103,57.46,46
2025-04-17,/products/stick-up-cam-battery,101,101,101,59.32,47
2025-04-17,/products/indoor-cam-(2nd-gen),91,91,91,60.2,42
2025-04-18,/cart,171,117,117,61.69,118
2025-04-18,/checkout/thankyou,141,103,103,64.15,93
2025-04-18,/checkout/payment,132,99,99,62.12,83
2025-04-18,/category/security-cameras,128,95,95,65.09,94
2025-04-18,/products/indoor-cam-(2nd-gen),106,106,106,60.45,45
2025-04-18,/products/video-doorbell-pro-2,104,104,104,61.48,44
2025-04-18,/products/stick-up-cam-battery,97,97,97,59.91,38
2025-04-18,/products/ring-alarm-8-piece,92,92,92,62.76,31
2025-04-19,/checkout/thankyou,161,119,119,60.71,122
2025-04-19,/checkout/payment,149,108,108,61.8,109
2025-04-19,/category/security-cameras,131,97,97,62.02,90
2025-04-19,/cart,130,99,99,62.83,96
2025-04-19,/products/ring-alarm-8-piece,115,114,115,64.37,47
2025-04-19,/products/video-doorbell-pro-2,101,101,101,67.92,45
2025-04-19,/products/indoor-cam-(2nd-gen),96,96,96,66.41,35
2025-04-19,/products/stick-up-cam-battery,89,89,89,64.44,46
2025-04-20,/cart,168,113,113,62.97,112
2025-04-20,/checkout/payment,152,115,115,62.21,111
2025-04-20,/checkout/thankyou,149,115,115,61.08,98
2025-04-20,/category/security-cameras,143,101,101,62.32,100
2025-04-20,/products/indoor-cam-(2nd-gen),111,111,111,58.56,48
2025-04-20,/products/video-doorbell-pro-2,100,100,100,64.23,37
2025-04-20,/products/ring-alarm-8-piece,96,96,96,60.1,38
2025-04-20,/products/stick-up-cam-battery,93,93,93,65.0,33
2025-04-21,/checkout/payment,157,104,104,63.73,114
2025-04-21,/category/security-cameras,150,104,104,65.23,107
2025-04-21,/checkout/thankyou,150,105,105,60.45,102
2025-04-21,/cart,137,102,102,59.96,95
2025-04-21,/products/indoor-cam-(2nd-gen),102,102,102,65.87,43
2025-04-21,/products/ring-alarm-8-piece,101,101,101,60.0,37
2025-04-21,/products/video-doorbell-pro-2,99,99,99,63.77,37
2025-04-21,/products/stick-up-cam-battery,98,98,98,59.94,38
2025-04-22,/checkout/thankyou,147,106,106,62.5,102
2025-04-22,/checkout/payment,144,102,102,62.02,97
2025-04-22,/category/security-cameras,136,103,103,58.78,93
2025-04-22,/cart,115,89,89,63.69,75
2025-04-22,/products/video-doorbell-pro-2,112,112,112,61.96,40
2025-04-22,/products/ring-alarm-8-piece,106,106,106,61.4,47
2025-04-22,/products/indoor-cam-(2nd-gen),101,101,101,52.78,37
2025-04-22,/products/stick-up-cam-battery,81,81,81,67.68,36
2025-04-23,/cart,164,114,114,59.84,117
2025-04-23,/checkout/payment,149,109,109,63.02,96
2025-04-23,/category/security-cameras,142,99,99,61.01,96
2025-04-23,/checkout/thankyou,139,103,103,59.79,94
2025-04-23,/products/stick-up-cam-battery,119,119,119,62.34,52
2025-04-23,/products/video-doorbell-pro-2,109,109,109,55.17,48
2025-04-23,/products/ring-alarm-8-piece,95,95,95,62.95,38
2025-04-23,/products/indoor-cam-(2nd-gen),77,77,77,60.42,33
2025-04-24,/category/security-cameras,161,109,110,63.58,108
2025-04-24,/checkout/thankyou,152,113,113,61.98,100
2025-04-24,/checkout/payment,148,111,111,62.67,102
2025-04-24,/cart,140,100,100,65.93,93
2025-04-24,/products/indoor-cam-(2nd-gen),120,120,120,55.9,46
